book_id,best_book_id,title,authors,image_url
128029,128029,A Thousand Splendid Suns,Khaled Hosseini,https://images.gr-assets.com/books/1345958969m/128029.jpg
22628,22628,The Perks of Being a Wallflower,Stephen Chbosky,https://images.gr-assets.com/books/1167352178m/22628.jpg
11735983,11735983,"Insurgent (Divergent, #2)",Veronica Roth,https://images.gr-assets.com/books/1325667729m/11735983.jpg
375802,375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,https://images.gr-assets.com/books/1408303130m/375802.jpg
18490,18490,Frankenstein,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",https://images.gr-assets.com/books/1381512375m/18490.jpg
11588,11588,The Shining (The Shining #1),Stephen King,https://images.gr-assets.com/books/1353277730m/11588.jpg
1656001,1656001,"The Host (The Host, #1)",Stephenie Meyer,https://images.gr-assets.com/books/1318009171m/1656001.jpg
99561,99561,Looking for Alaska,John Green,https://images.gr-assets.com/books/1394798630m/99561.jpg
227443,227443,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,https://images.gr-assets.com/books/1292060045m/227443.jpg
14935,14935,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",https://images.gr-assets.com/books/1397245675m/14935.jpg
38709,38709,"Holes (Holes, #1)","Louis Sachar, Louis Sachar",https://images.gr-assets.com/books/1327781893m/38709.jpg
5139,5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1381,1381,The Odyssey,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",https://images.gr-assets.com/books/1390173285m/1381.jpg
157993,157993,The Little Prince,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",https://images.gr-assets.com/books/1367545443m/157993.jpg
7445,7445,The Glass Castle,Jeannette Walls,https://images.gr-assets.com/books/1400930557m/7445.jpg
1845,1845,Into the Wild,Jon Krakauer,https://images.gr-assets.com/books/1403173986m/1845.jpg
1953,1953,A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",https://images.gr-assets.com/books/1344922523m/1953.jpg
7677,6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
370493,370493,The Giving Tree,Shel Silverstein,https://images.gr-assets.com/books/1174210942m/370493.jpg
32542,32542,A Time to Kill,John Grisham,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1617,1617,Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel",https://images.gr-assets.com/books/1473495285m/1617.jpg
6442769,6442769,Paper Towns,John Green,https://images.gr-assets.com/books/1349013610m/6442769.jpg
21787,21787,The Princess Bride ,William Goldman,https://images.gr-assets.com/books/1327903636m/21787.jpg
231804,231804,The Outsiders,S.E. Hinton,https://images.gr-assets.com/books/1442129426m/231804.jpg
6186357,6186357,"The Maze Runner (Maze Runner, #1)",James Dashner,https://images.gr-assets.com/books/1375596592m/6186357.jpg
1202,1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)","Steven D. Levitt, Stephen J. Dubner",https://images.gr-assets.com/books/1327909092m/1202.jpg
2998,2998,The Secret Garden,Frances Hodgson Burnett,https://images.gr-assets.com/books/1327873635m/2998.jpg
320,320,One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa",https://images.gr-assets.com/books/1327881361m/320.jpg
5297,5297,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",https://images.gr-assets.com/books/1424596966m/5297.jpg
13536860,13536860,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,https://images.gr-assets.com/books/1336418837m/13536860.jpg
17245,17245,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",https://images.gr-assets.com/books/1387151694m/17245.jpg
5060378,5060378,"The Girl Who Played with Fire (Millennium, #2)","Stieg Larsson, Reg Keeland",https://images.gr-assets.com/books/1351778881m/5060378.jpg
11857408,11857408,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,https://images.gr-assets.com/books/1358266080m/11857408.jpg
7244,7244,The Poisonwood Bible,Barbara Kingsolver,https://images.gr-assets.com/books/1412242487m/7244.jpg
4137,4137,Me Talk Pretty One Day,David Sedaris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19543,19543,Where the Wild Things Are,Maurice Sendak,https://images.gr-assets.com/books/1384434560m/19543.jpg
7126,7126,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",https://images.gr-assets.com/books/1309203605m/7126.jpg
6288,6288,The Road,Cormac McCarthy,https://images.gr-assets.com/books/1439197219m/6288.jpg
18710190,18710190,"Allegiant (Divergent, #3)",Veronica Roth,https://images.gr-assets.com/books/1395582745m/18710190.jpg
9418327,9418327,Bossypants,Tina Fey,https://images.gr-assets.com/books/1481509554m/9418327.jpg
3473,3473,A Walk to Remember,Nicholas Sparks,https://images.gr-assets.com/books/1385738968m/3473.jpg
9416,9416,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,https://images.gr-assets.com/books/1327872404m/9416.jpg
24280,24280,Les Misérables,"Victor Hugo, Lee Fahnestock, Norman MacAfee",https://images.gr-assets.com/books/1411852091m/24280.jpg
10572,10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,https://images.gr-assets.com/books/1358254974m/10572.jpg
10441,10441,The Memory Keeper's Daughter,Kim Edwards,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15507958,15507958,"Me Before You (Me Before You, #1)",Jojo Moyes,https://images.gr-assets.com/books/1357108762m/15507958.jpg
168668,168668,Catch-22,Joseph Heller,https://images.gr-assets.com/books/1463157317m/168668.jpg
6900,6900,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",https://images.gr-assets.com/books/1423763749m/6900.jpg
2187,2187,Middlesex,Jeffrey Eugenides,https://images.gr-assets.com/books/1437029776m/2187.jpg
24583,24583,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",https://images.gr-assets.com/books/1404811979m/24583.jpg
18131,18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,https://images.gr-assets.com/books/1329061522m/18131.jpg
7763,7763,The Joy Luck Club,Amy Tan,https://images.gr-assets.com/books/1304978653m/7763.jpg
38447,38447,The Handmaid's Tale,Margaret Atwood,https://images.gr-assets.com/books/1498057733m/38447.jpg
452306,452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,https://images.gr-assets.com/books/1461611233m/452306.jpg
7604,7604,Lolita,"Vladimir Nabokov, Craig Raine",https://images.gr-assets.com/books/1377756377m/7604.jpg
37442,37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Gregory Maguire, Douglas Smith",https://images.gr-assets.com/books/1437733293m/37442.jpg
5358,5358,"The Firm (Penguin Readers, Level 5)",John Grisham,https://images.gr-assets.com/books/1418465200m/5358.jpg
7937843,7937843,Room,Emma Donoghue,https://images.gr-assets.com/books/1344265419m/7937843.jpg
1420,1420,Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson",https://images.gr-assets.com/books/1351051208m/1420.jpg
234225,234225,Dune (Dune Chronicles #1),Frank Herbert,https://images.gr-assets.com/books/1434908555m/234225.jpg
2612,2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,https://images.gr-assets.com/books/1473396980m/2612.jpg
11084145,11084145,Steve Jobs,Walter Isaacson,https://images.gr-assets.com/books/1327861368m/11084145.jpg
332613,332613,One Flew Over the Cuckoo's Nest,Ken Kesey,https://images.gr-assets.com/books/1485308778m/332613.jpg
2165,2165,The Old Man and the Sea,Ernest Hemingway,https://images.gr-assets.com/books/1329189714m/2165.jpg
4395,18114322,The Grapes of Wrath,John Steinbeck,https://images.gr-assets.com/books/1352912927m/4395.jpg
3431,3431,The Five People You Meet in Heaven,Mitch Albom,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8127,8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3777732,3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,https://images.gr-assets.com/books/1369452339m/3777732.jpg
62291,62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,https://images.gr-assets.com/books/1497931121m/62291.jpg
137791,137791,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,https://images.gr-assets.com/books/1408313524m/137791.jpg
10964,10964,"Outlander (Outlander, #1)",Diana Gabaldon,https://images.gr-assets.com/books/1402600310m/10964.jpg
12296,12296,The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",https://images.gr-assets.com/books/1404810944m/12296.jpg
9460487,9460487,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs,https://images.gr-assets.com/books/1472782916m/9460487.jpg
6892870,6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","Stieg Larsson, Reg Keeland",https://images.gr-assets.com/books/1327708260m/6892870.jpg
18007564,18007564,The Martian,Andy Weir,https://images.gr-assets.com/books/1413706054m/18007564.jpg
5043,5043,"The Pillars of the Earth (The Kingsbridge Series, #1)",Ken Follett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18143977,18143977,All the Light We Cannot See,Anthony Doerr,https://images.gr-assets.com/books/1451445646m/18143977.jpg
8664353,8664353,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,https://images.gr-assets.com/books/1327861115m/8664353.jpg
976,976,Deception Point,Dan Brown,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
17333223,17333223,The Goldfinch,Donna Tartt,https://images.gr-assets.com/books/1451554970m/17333223.jpg
1217100,29844228,Thirteen Reasons Why,Jay Asher,https://images.gr-assets.com/books/1333822506m/1217100.jpg
2865,2865,Girl with a Pearl Earring,Tracy Chevalier,https://images.gr-assets.com/books/1327197580m/2865.jpg
4374400,4374400,"If I Stay (If I Stay, #1)",Gayle Forman,https://images.gr-assets.com/books/1347462970m/4374400.jpg
4989,4989,The Red Tent,Anita Diamant,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
28186,28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,https://images.gr-assets.com/books/1400602661m/28186.jpg
5526,5526,Dear John,Nicholas Sparks,https://images.gr-assets.com/books/1397749854m/5526.jpg
1582996,1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,https://images.gr-assets.com/books/1432730356m/1582996.jpg
8852,8852,Macbeth,William Shakespeare,https://images.gr-assets.com/books/1459795224m/8852.jpg
15241,15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,https://images.gr-assets.com/books/1298415523m/15241.jpg
42156,42156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,https://images.gr-assets.com/books/1305063535m/42156.jpg
23772,23772,Green Eggs and Ham,"Dr. Seuss, לאה נאור",https://images.gr-assets.com/books/1468680100m/23772.jpg
6310,6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Roald Dahl, Quentin Blake",https://images.gr-assets.com/books/1309211401m/6310.jpg
2120932,2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,https://images.gr-assets.com/books/1443142158m/2120932.jpg
2623,2623,Great Expectations,Charles Dickens,https://images.gr-assets.com/books/1327920219m/2623.jpg
18512,18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,https://images.gr-assets.com/books/1389977161m/18512.jpg
49552,49552,The Stranger,"Albert Camus, Matthew    Ward",https://images.gr-assets.com/books/1349927872m/49552.jpg
7736182,7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,https://images.gr-assets.com/books/1464201003m/7736182.jpg
15745753,15745753,Eleanor & Park,Rainbow Rowell,https://images.gr-assets.com/books/1341952742m/15745753.jpg
13497,13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,https://images.gr-assets.com/books/1429538615m/13497.jpg
7735333,7735333,"Matched (Matched, #1)",Ally Condie,https://images.gr-assets.com/books/1367706191m/7735333.jpg
4407,30165203,"American Gods (American Gods, #1)",Neil Gaiman,https://images.gr-assets.com/books/1258417001m/4407.jpg
149267,149267,The Stand,"Stephen King, Bernie Wrightson",https://images.gr-assets.com/books/1213131305m/149267.jpg
6400090,6400090,The Last Song,Nicholas Sparks,https://images.gr-assets.com/books/1286549186m/6400090.jpg
11125,11125,Digital Fortress,Dan Brown,https://images.gr-assets.com/books/1360095966m/11125.jpg
6969,6969,Emma,"Jane Austen, Fiona Stafford",https://images.gr-assets.com/books/1373627931m/6969.jpg
15823480,15823480,Anna Karenina,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",https://images.gr-assets.com/books/1352422904m/15823480.jpg
227463,227463,A Clockwork Orange,Anthony Burgess,https://images.gr-assets.com/books/1348339306m/227463.jpg
1812457,1812457,The Shack,William Paul Young,https://images.gr-assets.com/books/1344270232m/1812457.jpg
4502507,4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,https://images.gr-assets.com/books/1327924597m/4502507.jpg
18342,830502,It,Stephen King,https://images.gr-assets.com/books/1309376909m/18342.jpg
7144,7144,Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",https://images.gr-assets.com/books/1382846449m/7144.jpg
6514,6514,The Bell Jar,Sylvia Plath,https://images.gr-assets.com/books/1473890514m/6514.jpg
252577,252577,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
52036,52036,Siddhartha,"Hermann Hesse, Hilda Rosner",https://images.gr-assets.com/books/1428715580m/52036.jpg
168642,168642,In Cold Blood,Truman Capote,https://images.gr-assets.com/books/1424931136m/168642.jpg
6304335,6304335,"Beautiful Creatures (Caster Chronicles, #1)","Kami Garcia, Margaret Stohl",https://images.gr-assets.com/books/1327873282m/6304335.jpg
7171637,7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,https://images.gr-assets.com/books/1454962884m/7171637.jpg
39988,39988,Matilda,"Roald Dahl, Quentin Blake",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9361589,9361589,The Night Circus,Erin Morgenstern,https://images.gr-assets.com/books/1387124618m/9361589.jpg
37470,37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,https://images.gr-assets.com/books/1355932638m/37470.jpg
24770,24770,"Uglies (Uglies, #1)",Scott Westerfeld,https://images.gr-assets.com/books/1443904172m/24770.jpg
10664113,10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,https://images.gr-assets.com/books/1327885335m/10664113.jpg
33,33,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,https://images.gr-assets.com/books/1411114164m/33.jpg
12262741,12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,https://images.gr-assets.com/books/1453189881m/12262741.jpg
472331,472331,Watchmen,"Alan Moore, Dave Gibbons, John Higgins",https://images.gr-assets.com/books/1442239711m/472331.jpg
186074,186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,https://images.gr-assets.com/books/1472068073m/186074.jpg
3228917,3228917,Outliers: The Story of Success,Malcolm Gladwell,https://images.gr-assets.com/books/1344266315m/3228917.jpg
153747,153747,"Moby-Dick or, The Whale","Herman Melville, Andrew Delbanco, Tom Quirk",https://images.gr-assets.com/books/1327940656m/153747.jpg
2728527,2728527,The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",https://images.gr-assets.com/books/1351979318m/2728527.jpg
5759,5759,Fight Club,Chuck Palahniuk,https://images.gr-assets.com/books/1357128997m/5759.jpg
301082,301082,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,https://images.gr-assets.com/books/1468560853m/301082.jpg
11486,11486,The Color Purple,Alice Walker,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12691,12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,https://images.gr-assets.com/books/1308858322m/12691.jpg
16299,16299,And Then There Were None,Agatha Christie,https://images.gr-assets.com/books/1391120695m/16299.jpg
6411961,6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,https://images.gr-assets.com/books/1358274396m/6411961.jpg
6339664,6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,https://images.gr-assets.com/books/1358261334m/6339664.jpg
11505797,11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,https://images.gr-assets.com/books/1358259032m/11505797.jpg
5326,5326,A Christmas Carol,Charles Dickens,https://images.gr-assets.com/books/1406512317m/5326.jpg
43763,43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,https://images.gr-assets.com/books/1380631642m/43763.jpg
10507293,10507293,"The Selection (The Selection, #1)",Kiera Cass,https://images.gr-assets.com/books/1322103400m/10507293.jpg
6853,6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,https://images.gr-assets.com/books/1316730230m/6853.jpg
6493208,6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,https://images.gr-assets.com/books/1327878144m/6493208.jpg
23807,23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas Harris,https://images.gr-assets.com/books/1390426249m/23807.jpg
345627,345627,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,https://images.gr-assets.com/books/1361098973m/345627.jpg
40102,40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6867,6867,Atonement,Ian McEwan,https://images.gr-assets.com/books/1320449708m/6867.jpg
485894,485894,The Metamorphosis,"Franz Kafka, Stanley Corngold",https://images.gr-assets.com/books/1359061917m/485894.jpg
561456,561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,https://images.gr-assets.com/books/1361038385m/561456.jpg
9969571,9969571,Ready Player One,Ernest Cline,https://images.gr-assets.com/books/1500930947m/9969571.jpg
3153910,3153910,The Art of Racing in the Rain,Garth Stein,https://images.gr-assets.com/books/1377206302m/3153910.jpg
21996,21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Tony Goldwyn",https://images.gr-assets.com/books/1312066724m/21996.jpg
13572249,20448515,"Bared to You (Crossfire, #1)",Sylvia Day,https://images.gr-assets.com/books/1477803272m/13572249.jpg
11127,11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","C.S. Lewis, Pauline Baynes",https://images.gr-assets.com/books/1449868701m/11127.jpg
3609760,3609760,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,https://images.gr-assets.com/books/1352539022m/3609760.jpg
60748,60748,"A Child Called ""It"" (Dave Pelzer #1)",Dave Pelzer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
